Region,District,FirstNation,Community,Water System Name,System Type,Advisory Type,Advisory Reasons,Date Set,Date Revoked ,BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS,
Pacific,"Central District, Health Canada",Bonaparte,Main Reserve,Bonaparte Main ,PWS,1,1,2011-06-03,2011-07-07,,,,,,
Pacific,Central District,Bonaparte,Main Reserve,Bonaparte Main ,PWS,1,1,2011-06-03,2011-07-07,,,,,,
Saskatchewan,,Cowessess,Cowessess,Bottle fill,Bottle fill,DNC,4,2006-08-16,2006-08-25,,,,,,
Saskatchewan,,Piapot,Piapot,Bottle fill ,Bottle fill,1,4,2006-11-24,2006-11-25,,,,,,
Alberta,Treaty 8,Beaver ,Boyer River,Boyer River,PWS,1,4,2007-08-14,2007-09-05,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Boyer River ,PWS,1,"h,12",2010-10-14,2010-10-20,,,,,,
Alberta,Treaty 8,Beaver,Boyer River,Boyer River ,PWS,DNC,O,2010-04-06,2010-05-27,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Waiwakum,Brackendale,PWS,1,5,2007-03-12,2007-03-19,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Waiwakum,Brackendale,PWS,1,5,2007-10-07,2007-10-15,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Waiwakum,Brackendale,PWS,1,5,2007-11-12,2007-11-16,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Waiwakum,Brackendale,PWS,1,5,2007-12-03,2007-12-13,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Waiwakum,Brackendale,PWS,1,8,2003-10-20,2003-10-22,,,,,,
Pacific,"Central District, Health Canada",OKANAGAN,Bradley Creek,Bradley Creek,PWS,1,4,2004-09-15,None,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,"3,4",2004-09-24,2004-10-18,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,3,2009-02-27,2009-03-20,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,"o,f",2010-01-21,2010-06-04,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,"q,4",2010-12-01,2011-03-16,,,,,,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,"f,12",2011-10-24,2014-01-13,,,,,,
Pacific,"Central District, Health Canada",Bridge River,Bridge River,Bridge River Main,PWS,1,"2, 4",2007-09-06,2007-11-22,,,,,,
Ontario,Thunder Bay,BRUNSWICK HOUSE,BRUNSWICK HOUSE,BRUNSWICK HOUSE,PWS,1,3,2014-10-28,2014-11-04,,,,,,
Atlantic,,ABEGWEIT,Rocky Point,Rocky Point ,PWS,1,4,2008-01-10,2015-11-20,,,,,,
Atlantic,,ANNAPOLIS VALLEY,Annapolis Valley,Annapolis Valley ,PWS,1,4,2002-11-22,2002-12-02,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,5,2009-04-27,2009-09-03,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,6,2011-01-06,2011-01-14,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,"2,3",2011-03-11,2012-11-30,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,5,2013-05-09,2013-06-06,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,3,2013-07-16,2013-08-13,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,5,2013-10-29,2013-11-18,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,"5,2",2013-11-29,2014-02-11,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,5,2014-05-14,2014-06-20,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,5,2014-08-27,2014-09-25,,,,,,
Saskatchewan,,Buffalo River Dene Nation,Buffalo River Dene Nation,Buffalo River ,PWS,1,6,2014-12-03,2015-03-23,,,,,,
Atlantic,,Buctouche,Buctouche ,Buctouche ,PWS,1,3,2010-06-10,2014-02-14,,,,,,
Pacific,"Coastal District, Health Canada",BURRARD,Burrard,Burrard ,PWS,1,"1,5",2006-11-17,2006-12-01,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,4,2006-07-21,2006-09-07,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,4,2007-06-06,2007-07-03,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,4,2007-11-13,2007-11-23,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,4,2008-06-12,2008-06-24,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,4,2008-07-09,2015-03-19,,,,,,
Alberta,Treaty 9,Beaver,Child Lake,Child Lake Multi-Purpose Building,SPWS,1,"f,12",2016-07-12,2016-08-02,,,,,,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe River Daycare ,SPWS,1,"r,12",2013-09-20,2013-11-25,,,,,,
Alberta,Treaty 7,Blood,Cold Lake,C and W Confectionary ,SPWS,1,"b,12",2010-09-17,2011-12-15,,,,,,
Alberta,Treaty 8,Woodland Cree,Cadotte Lake,Cadotte Lake ,PWS,DNC,"2,6",2007-07-20,2007-08-08,,,,,,
Alberta,Treaty 7,Tsuu T'ina Nation,Tsuu T'ina,Calgary Public Water Supply,PWS,1,"l,8",2013-05-07,2013-05-10,,,,,,
Alberta,Treaty 7,Tsuu T'ina Nation,Tsuu T'ina,Calgary Public Water Supply,PWS,1,"r,3",2013-05-18,2013-05-27,,,,,,
Alberta,Treaty 7,Tsuu T'ina Nation,Tsuu T'ina,Calgary Public Water Supply,PWS,1,"o,8",2015-01-27,2015-02-02,,,,,,
Alberta,Treaty 8,Bigstone Cree Nation,Calling Lake,Calling Lake Health Centre ,SPWS,1,4,2007-08-23,2007-10-18,,,,,,
Alberta,Treaty 8,Bigstone Cree Nation,Calling Lake,Calling Lake Health Centre ,SPWS,1,4,2008-08-14,2008-10-23,,,,,,
Alberta,Treaty 8,Bigstone Cree Nation,Calling Lake,Calling Lake Health Centre ,SPWS,1,"d,13",2011-09-09,2011-09-26,,,,,,
Alberta,Treaty 8,Bigstone cree nation,Calling Lake,Calling Lake Health Centre ,PWS,1,12,2012-08-30,2012-09-14,,,,,,
Alberta,Treaty 8,Bigstone Cree Nation,Calling Lake,Calling Lake Health Centre ,SPWS,1,"r,12",2013-08-01,2013-11-01,,,,,,
Ontario,Southern,ALGONQUINS OF PIKWAKANAGAN,Golden lake,Campsite ,SPWS,1,4,2008-07-11,2008-07-11,,,,,,
Pacific,"Northern District, Health Canada",CANIM LAKE,Canim Lake,Canim East ,PWS,1,"3,4",2011-11-03,2012-02-15,,,,,,
Pacific,"Northern District, Health Canada",CANIM LAKE,Canim Lake,Canim Lake Main ,PWS,1,"2,3,4",2008-07-28,2012-02-29,,,,,,
Pacific,"Northern District, Health Canada",CANIM LAKE,Canim Lake,Canim Lake Main ,PWS,1,"3,6",2001-06-29,2006-02-02,,,,,,
Pacific,"Northern District, Health Canada",CANIM LAKE,Canim Lake,Canim West ,PWS,1,4,2004-10-15,2004-10-26,,,,,,
Pacific,"Northern District, Health Canada",CANIM LAKE,Canim Lake,Canim West ,PWS,1,"3,4",2011-11-03,2012-02-15,,,,,,
Pacific,"Northern District, Health Canada",CANIM LAKE,Canim Lake,Canim West ,PWS,1,4,2003-10-15,2003-11-18,,,,,,
Pacific,"Northern District, Health Canada",CANOE CREEK,Canoe Creek,Canoe Creek ,PWS,1,4,2012-08-31,2013-03-13,,,,,,
Pacific,"Northern District, Health Canada",CANOE lake,Canoe Creek,Canoe Creek ,PWS,1,"3,4",2008-09-29,2009-04-03,,,,,,
Pacific,"Northern District, Health Canada",CANOE CREEK,Canoe Creek,Canoe Creek ,PWS,1,3,1999-03-01,2008-08-25,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,"1,4",2006-04-03,2006-04-13,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2008-10-27,2008-10-27,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,2,2010-08-16,2010-08-24,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,2,2011-07-14,2011-07-18,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2012-07-10,2012-08-27,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,1,2012-09-18,2012-10-05,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,1,2013-05-03,2013-05-08,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,5,2013-05-08,2013-05-28,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2013-10-17,2014-01-22,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2014-02-19,2014-03-03,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2014-03-31,2014-04-04,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2014-04-24,2014-10-28,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,3,2015-01-23,2015-02-19,,,,,,
Saskatchewan,,Canoe Lake,Canoe Lake,Canoe Lake ,PWS,1,8,2015-02-13,2015-02-19,,,,,,
Manitoba,,Canupawakpa Dakota,Canupawakpa (Oak Lake),Canupawakpa school/health center,SPWS,1,4,2009-04-23,2009-06-19,,,,,,
Manitoba,,Canupawakpa Dakota,Canupawakpa (Oak Lake),Canupawakpa ,SPWS,1,9,2014-07-08,2014-07-24,,,,,,
Ontario,Southern,CHIPPEWAS OF NAWASH F. NATION,Cape Croker,Cape Croker ,PWS,1,2,2015-08-05,2015-08-21,,,,,,
Ontario,Southern,CHIPPEWAS OF NAWASH F. NATION,Cape Croker,Cape Croker ,PWS,1,5,2005-10-27,2006-02-23,,,,,,
Pacific,"Coastal District, Health Canada",CAPE MUDGE,Cape Mudge,Cape Mudge ,PWS,1,"3,4",2006-06-12,2006-08-30,,,,,,
Pacific,"Coastal District, Health Canada",CAPE MUDGE,Cape Mudge,Cape Mudge ,PWS,1,"2,4",2007-11-14,2007-11-19,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Capilano,Capilano ,PWS,1,"1,5",2006-11-17,2006-12-01,,,,,,
Alberta,Treaty 7,Stoney Tribe,Morley ,Carpentry Shop ,SPWS,1,"3,4",2007-06-12,2007-06-29,,,,,,
Saskatchewan,,Carry the Kettle,Carry the Kettle,Carry the Kettle ,PWS,1,3,2006-10-25,2006-10-27,,,,,,
Saskatchewan,,Carry the Kettle,Carry the Kettle,Carry the Kettle ,PWS,1,2,2010-06-02,2010-06-07,,,,,,
Saskatchewan,,Carry the Kettle,Carry the Kettle,Carry the Kettle ,PWS,1,1,2011-04-12,2011-05-18,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,2,2006-08-24,2006-12-29,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,3,2007-06-25,2008-03-20,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,2,2008-12-22,2009-03-05,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,5,2009-06-29,2010-01-27,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,5,2010-02-06,2010-03-16,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,2,2011-07-18,2011-07-28,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,2,2012-12-19,2013-02-15,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,3,2013-09-16,2013-10-10,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,2,2014-04-29,2014-12-15,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake Children's Healing Centre,SPWS,1,"2,3",2006-10-13,None,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,DNC,6,2002-01-24,2002-02-07,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,1,3,2002-02-07,2006-07-27,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake ,PWS,DNC,6,2003-11-20,2003-12-12,,,,,,
Ontario,Sioux Lookout,CAT LAKE,Cat Lake,Cat Lake Northern Store,SPWS,1,"3,4,5",2007-03-20,None,,,,,,
Pacific,"Central District, Health Canada",Cayoose Creek ,Cayoose Creek IR1,Cayoose Creek IR1,PWS,1,4,2009-08-14,2009-08-27,,,,,,
Pacific,"Central District, Health Canada",Cayoose Creek ,Cayoose Creek IR1,Cayoose Creek IR1,PWS,1,4,2013-12-04,2013-12-16,,,,,,
Pacific,Central District,Cayoose Creek ,Cayoose Creek IR1,Cayoose Creek IR1 ,PWS,1,4,2010-10-22,2011-01-10,,,,,,
Ontario,Southern,BEAUSOLEIL,Cedar Point,Cedar Point Mainland Pumphouses ,PWS,1,"2,3",2001-12-31,2002-12-16,,,,,,
Manitoba,,GOD'S LAKE FIRST NATION,God's Lake,Central water system,PWS,1,2,2008-07-15,2008-08-22,,,,,,
Alberta,Treaty 8,Beaver,Child Lake,CHA Services Store,SPWS,1,4,2008-07-11,2008-10-30,,,,,,
Alberta,Treaty 8,Beaver,Child Lake,CHA Services Store ,SPWS,1,4,2009-08-28,2014-11-24,,,,,,
Ontario,Thunder Bay,LAKE HELEN FIRST NATION,Lake Helen First Nation,Chalet Lodge System ,SPWS,1,3,2009-10-13,2014-06-26,,,,,,
Atlantic,,Buctouche,Buctouche ,Buctouche  ,PWS,1,"3,4",2008-08-14,2008-08-29,,,,,,
Atlantic,,BURNT CHURCH,Burnt Church,Burnt Church ,PWS,1,"2,3,6",2005-08-19,2005-08-25,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,6,2015-09-23,2016-01-16,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,5,2009-03-10,2009-03-19,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,5,2009-03-20,2009-04-06,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,5,2009-06-25,2009-07-03,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,5,2010-06-04,2010-06-21,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,5,2010-06-23,2010-07-14,,,,,,
Ontario,Thunder Bay,Chapleau Cree First Nation,Chapleau Cree,Chapleau Cree ,PWS,1,6,2014-07-21,2014-07-30,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,2,2015-08-02,2015-08-10,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,"2,3",2007-09-28,2007-10-12,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,3,2008-01-15,2008-01-21,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,2,2009-03-05,2009-03-09,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,2,2009-09-30,2009-10-05,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,2,2012-11-24,2012-12-04,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,6,2013-12-04,2013-12-13,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,6,2014-06-10,2014-06-13,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,2,2014-06-15,2014-06-20,,,,,,
Ontario,Thunder Bay,CHAPLEAU OJIBWAY,Chapleau Ojibwe,Chapleau Ojibwe ,PWS,1,2,2014-07-10,2014-07-30,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Cheakamus,Cheakamus (cheekeye) ,PWS,1,4,2006-02-27,2006-09-01,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Cheakamus,Cheakamus (cheekeye) ,PWS,1,4,2008-09-02,2008-09-30,,,,,,
Pacific,"Coastal District, Health Canada",SQUAMISH,Cheakamus,Cheakamus (cheekeye) ,PWS,1,8,2003-10-22,2003-11-03,,,,,,
Pacific,"Central District, Health Canada",CHEHALIS,Chehalis,Chehalis,PWS,1,"2,4",2004-07-22,2004-10-21,,,,,,
Pacific,"Central District, Health Canada",CHEHALIS,Chehalis,Chehalis,PWS,1,4,2006-12-08,2007-01-02,,,,,,
Pacific,"Central District, Health Canada",CHEHALIS,Chehalis,Chehalis,PWS,1,1,2013-01-24,None,,,,,,
Pacific,"Coastal District, Health Canada",CHEMAINUS FIRST NATION,Squaw-Hay-One IR11,Chemanius ,PWS,1,"1,5",2006-11-17,2006-12-07,,,,,,
Alberta,Treaty 7,Stoney Tribe,Morley,Chief Goodstoney Rodeo Centre ,PWS,1,"2,3,4,6",2006-07-17,2006-08-09,,,,,,
Pacific,"Northern District, Health Canada",WILLIAMS LAKE,Sugar Cane,Chief Will-Yum Campsite ,SPWS,1,"4,6",2006-07-31,None,,,,,,
Pacific,"Central District, Health Canada",Xaxli'p,Chilhill,Chihill ,PWS,1,4,2013-01-05,2013-01-10,,,,,,
Alberta,Treaty 9,Beaver,Child Lake,Child Lake Band Office,SPWS,1,4,2009-09-19,2012-05-23,,,,,,
Alberta,Treaty 8,Beaver,Child Lake,Child Lake Multi-Purpose Building,SPWS,1,"b,12",2010-08-11,2015-07-27,,,,,,
Ontario,Moose Factory,ALBANY,Fort Albany,Fort Albany,PWS,1,6,2017-04-28,2017-05-09,142,Albany,-81.683575,52.215309,GCS_North_American_1983_CSRS,
Ontario,Southern,CHIPPEWAS OF THE THAMES FIRST NATION,Chippewas of the Thames,Chippewas of the Thames ,PWS,1,2,2009-09-21,2009-09-25,142,Albany,-81.683575,52.215309,GCS_North_American_1983_CSRS,
Ontario,Southern,CHIPPEWAS OF THE THAMES FIRST NATION,Chippewas of the Thames,Chippewas of the Thames ,PWS,1,"5,6",2010-02-03,2010-04-21,,,,,,
Ontario,Southern,CHIPPEWAS OF THE THAMES FIRST NATION,Chippewas of the Thames,Chippewas of the Thames ,PWS,1,"2,3",2011-08-04,2011-12-21,,,,,,
Saskatchewan,,Clearwater River,Clearwater River,Clearwater River ,PWS,1,"2,3",2006-05-19,2006-05-25,,,,,,
Saskatchewan,,Clearwater River,Clearwater River,Clearwater River ,PWS,1,5,2015-01-30,2015-01-30,,,,,,
Saskatchewan,,Clearwater River,Clearwater River,Clearwater River ,PWS,1,3,2015-11-30,2015-12-11,,,,,,
Pacific,"Coastal District, Health Canada",KWAKIUTL,Cluxewe Campground,Cluxewe Campground ,PWS,1,4,2006-08-10,2006-12-21,,,,,,
Pacific,"Coastal District, Health Canada",KWAKIUTL,Cluxewe Campground,Cluxewe Campground ,PWS,1,4,2010-10-09,2010-10-15,,,,,,
Pacific,"Central District, Health Canada",SIMPCW FIRST NATION,Coal Creek,Coal Creek ,PWS,1,"2,3",2005-05-27,2005-06-03,,,,,,
Pacific,"Central District, Health Canada",KWIKWETLEM FIRST NATION,IR 1 Colony Farm,Colony Farm ,PWS,1,"1,5",2006-11-16,2006-11-17,,,,,,
Pacific,Coastal District,COMOX,Comox,Comox ,PWS,1,4,2010-09-09,2010-09-13,,,,,,
Atlantic,,CHAPEL ISLAND FIRST NATION,Chapel Island,Chapel Island ,PWS,1,2,2014-02-18,2014-02-28,,,,,,
Atlantic,,CHAPEL ISLAND FIRST NATION,Chapel Island,Chapel Island ,PWS,1,"2,4",2002-07-29,2003-04-22,,,,,,
Atlantic,,EEL GROUND,Big Hole Tract,Big Hole Tract ,PWS,1,4,2008-10-08,None,,,,,,
Atlantic,,EEL GROUND,Big Hole Tract,Elsipogtog,PWS,1,2,2012-10-18,2012-10-20,,,,,,
Atlantic,,EEL GROUND,EEL GROUND,EEL GROUND,PWS,1,2,2016-04-28,2016-04-30,,,,,,
Atlantic,,EEL RIVER BAR FIRST NATION,Eel River Bar,Eel River Bar ,PWS,1,5,2004-09-13,2004-09-27,,,,,,
Atlantic,,EEL RIVER BAR FIRST NATION,Eel River Bar,Eel River Bar ,PWS,1,5,2005-11-24,2005-12-16,,,,,,
Atlantic,,EEL RIVER BAR FIRST NATION,Eel River Bar,Eel River Bar ,PWS,1,5,2006-04-17,2006-05-12,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,"3,5",2005-11-18,2006-06-23,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,"3,5",2007-12-18,2007-12-21,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,"2,5",2008-03-03,2008-03-07,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,"2,5",2008-04-29,2008-05-09,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,2,2008-05-27,2008-05-30,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,"2,5",2009-01-13,2009-01-22,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,5,2009-04-21,2009-04-27,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Surface Water,PWS,1,"2,5",2014-04-10,2016-09-16,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Well Supply ,PWS,1,5,2004-02-27,2004-10-08,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Well Supply ,PWS,1,5,2005-01-19,2005-11-10,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake,Constance Lake Well Supply ,PWS,1,5,2010-02-14,2010-05-03,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake,Constance Lake Well Supply ,PWS,1,6,2010-07-25,2012-07-03,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake,Constance Lake Well Supply ,PWS,1,2,2012-11-21,2012-11-30,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Well Supply ,PWS,1,4,2013-10-24,2013-11-02,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Well Supply ,PWS,1,2,2002-05-09,2002-11-29,,,,,,
Ontario,Thunder Bay,CONSTANCE LAKE FIRST NATIONS,Constance Lake ,Constance Lake Well Supply ,PWS,1,3,2003-06-30,2003-07-25,,,,,,
Saskatchewan,,Cote,Cote,Cote ,PWS,1,1,2007-04-16,2010-02-04,,,,,,
Saskatchewan,,Cote,Cote,Cote ,PWS,1,2,2010-05-21,2010-11-30,,,,,,
Saskatchewan,,Cote,Cote,Cote ,PWS,1,"4,3",2012-08-09,2012-08-23,,,,,,
Saskatchewan,,Cote,Cote,Cote ,PWS,1,3,2013-07-11,2013-07-16,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2005-09-28,2005-10-03,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2006-02-14,2006-02-23,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2010-04-09,2010-04-26,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2011-08-31,2011-09-05,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2011-09-07,2011-09-15,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2012-09-06,2012-11-16,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2013-05-15,2013-05-22,,,,,,
Ontario,Thunder Bay,COUCHICHING FIRST NATION,Couchiching,Couchiching,PWS,1,2,2014-09-25,2014-10-01,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,4,2006-06-28,2006-08-28,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,8,2014-03-04,2014-03-05,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,2,2014-06-18,2014-06-24,,,,,,
Saskatchewan,,Cowessess,Cowessess,Cowessess,PWS,1,8,2014-07-02,2014-08-08,,,,,,
Alberta,Treaty 6,Kapawe'no First Nation,Kapawe'no (Grouard),Coyote Gas & Things,SPWS,1,"b,12",2011-10-13,2012-02-08,,,,,,
Alberta,Treaty 8,Kapawe'no First Nation,Kapawe'no (Grouard),Coyote Gas & Things,SPWS,1,"r,3",2012-06-08,2013-10-22,,,,,,
Alberta,Treaty 7,Siksika Nation,Siksika,Crowfoot ferry ,SPWS,1,"b,12",2011-09-12,2013-10-22,,,,,,
Saskatchewan,,Cumberland House ,Cumberland House ,Reserve Center ,PWS,BWO,2,2015-03-18,2016-08-02,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage ,Pemmican Portage ,PWS,1,2,2015-03-18,2016-04-20,,,,,,
Saskatchewan,,Cumberland House ,Cumberland House ,Halway Point Subdivision: gas Station/convenience store,SPWS,BWO,4,2003-01-01,None,,,,,,
Ontario,Southern,CURVE LAKE,Curve Lake,Curve Lake ,PWS,1,2,2012-10-29,2012-12-17,,,,,,
